Day,Rain (inches),Estimated,Snow,Warning
10/01/2006,0.00,,,
10/02/2006,0.00,,,
10/03/2006,0.00,,,
10/04/2006,0.00,,,
10/05/2006,0.00,,,
10/06/2006,0.24,,,
10/07/2006,0.00,,,
10/08/2006,0.03,,,
10/09/2006,0.00,,,
10/10/2006,0.00,,,
10/11/2006,0.00,,,
10/12/2006,0.00,,,
10/13/2006,0.00,,,
10/14/2006,0.02,,,
10/15/2006,0.64,,,
10/16/2006,0.14,,,
10/17/2006,0.00,,,
10/18/2006,0.17,,,
10/19/2006,0.10,,,
10/20/2006,0.00,,,
10/21/2006,0.00,,,
10/22/2006,0.01,,,
10/23/2006,0.00,,,
10/24/2006,0.02,,,
10/25/2006,0.00,,,
10/26/2006,0.00,,,
10/27/2006,0.00,,,
10/28/2006,0.01,,,
10/29/2006,0.03,,,
10/30/2006,0.00,,,
10/31/2006,0.00,,,
11/01/2006,0.00,,,
11/02/2006,0.89,,,
11/03/2006,0.61,,,
11/04/2006,1.24,,,
11/05/2006,1.06,,,
11/06/2006,4.21,,,
11/07/2006,1.29,,,
11/08/2006,0.33,,,
11/09/2006,0.36,,,
11/10/2006,1.09,,,
11/11/2006,0.23,,,
11/12/2006,1.03,,,
11/13/2006,0.23,,,
11/14/2006,0.00,,,
11/15/2006,0.44,,,
11/16/2006,0.00,,,
11/17/2006,0.00,,,
11/18/2006,0.00,,,
11/19/2006,0.42,,,
11/20/2006,0.39,,,
11/21/2006,0.92,,,
11/22/2006,0.43,,,
11/23/2006,1.07,,,
11/24/2006,0.16,,,
11/25/2006,0.01,,,
11/26/2006,0.42,,,
11/27/2006,0.01,,,
11/28/2006,0.00,,,
11/29/2006,0.24,,,
11/30/2006,0.15,,,
12/01/2006,0.00,,,
12/02/2006,0.00,,,
12/03/2006,0.01,,,
12/04/2006,0.02,,,
12/05/2006,0.02,,,
12/06/2006,0.00,,,
12/07/2006,0.00,,,
12/08/2006,0.03,,,
12/09/2006,0.09,,,
12/10/2006,0.23,,,
12/11/2006,0.84,,,
12/12/2006,0.51,,,
12/13/2006,1.07,,,
12/14/2006,1.51,,,
12/15/2006,0.39,,,
12/16/2006,0.00,,,
12/17/2006,0.01,,,
12/18/2006,0.00,,,
12/19/2006,0.00,,,
12/20/2006,0.35,,,
12/21/2006,0.67,,,
12/22/2006,0.01,,,
12/23/2006,0.66,,,
12/24/2006,0.92,,,
12/25/2006,0.01,,,
12/26/2006,1.05,,,
12/27/2006,0.32,,,
12/28/2006,0.01,,,
12/29/2006,0.00,,,
12/30/2006,0.01,,,
12/31/2006,0.00,,,
01/01/2007,0.08,,,
01/02/2007,1.06,,,
01/03/2007,0.21,,,
01/04/2007,0.07,,,
01/05/2007,1.57,,,
01/06/2007,0.11,,,
01/07/2007,1.84,,,
01/08/2007,0.00,,,
01/09/2007,0.22,,,
01/10/2007,0.13,,,
01/11/2007,0.02,,,
01/12/2007,0.00,,,
01/15/2007,0.01,,,
01/16/2007,0.17,,,
01/17/2007,0.06,,,
01/18/2007,0.07,,,
01/19/2007,0.23,,,
01/20/2007,0.00,,,
01/21/2007,0.00,,,
01/22/2007,0.00,,,
01/23/2007,0.01,,,
01/24/2007,0.00,,,
01/25/2007,0.07,,,
01/26/2007,0.00,,,
01/27/2007,0.00,,,
01/28/2007,0.01,,,
01/29/2007,0.01,,,
01/30/2007,0.00,,,
01/31/2007,0.00,,,
02/01/2007,0.00,,,
02/02/2007,0.01,,,
02/03/2007,0.23,,,
02/04/2007,0.03,,,
02/05/2007,0.01,,,
02/06/2007,0.03,,,
02/07/2007,0.20,,,
02/08/2007,0.01,,,
02/09/2007,0.13,,,
02/10/2007,0.11,,,
02/11/2007,0.07,,,
02/12/2007,0.01,,,
02/13/2007,0.01,,,
02/14/2007,0.21,,,
02/15/2007,0.31,,,
02/16/2007,0.04,,,
02/17/2007,0.12,,,
02/18/2007,0.11,,,
02/19/2007,1.02,,,
02/20/2007,1.22,,,
02/21/2007,0.02,,,
02/22/2007,0.02,,,
02/23/2007,0.12,,,
02/24/2007,0.25,,,
02/25/2007,0.16,,,
02/26/2007,0.05,,,
02/27/2007,0.30,,,
02/28/2007,0.14,,,
03/01/2007,0.02,,,
03/02/2007,0.34,,,
03/03/2007,0.03,,,
03/04/2007,0.00,,,
03/05/2007,0.03,,,
03/06/2007,0.00,,,
03/07/2007,0.39,,,
03/08/2007,0.25,,,
03/09/2007,0.00,,,
03/10/2007,0.66,,,
03/11/2007,0.83,,,
03/12/2007,0.26,,,
03/13/2007,0.05,,,
03/14/2007,0.06,,,
03/15/2007,0.00,,,
03/16/2007,0.00,,,
03/17/2007,0.30,,,
03/18/2007,0.04,,,
03/19/2007,0.58,,,
03/20/2007,0.15,,,
03/21/2007,0.00,,,
03/22/2007,0.10,,,
03/23/2007,0.44,,,
03/24/2007,1.18,,,
03/25/2007,0.01,,,
03/26/2007,0.20,,,
03/27/2007,0.08,,,
03/28/2007,0.00,,,
03/29/2007,0.00,,,
03/30/2007,0.08,,,
03/31/2007,0.21,,,
04/01/2007,0.03,,,
04/02/2007,0.01,,,
04/03/2007,0.00,,,
04/04/2007,0.00,,,
04/05/2007,0.00,,,
04/06/2007,0.00,,,
04/07/2007,0.29,,,
04/08/2007,0.18,,,
04/09/2007,0.31,,,
04/10/2007,0.22,,,
04/11/2007,0.01,,,
04/12/2007,0.01,,,
04/13/2007,0.09,,,
04/14/2007,0.12,,,
04/15/2007,0.00,,,
04/16/2007,0.10,,,
04/17/2007,0.10,,,
04/18/2007,0.15,,,
04/19/2007,0.00,,,
04/20/2007,0.00,,,
04/21/2007,0.18,,,
04/22/2007,0.01,,,
04/23/2007,0.00,,,
04/24/2007,0.08,,,
04/25/2007,0.01,,,
04/26/2007,0.02,,,
04/27/2007,0.00,,,
04/28/2007,0.00,,,
04/29/2007,0.00,,,
04/30/2007,0.19,,,
05/01/2007,0.06,,,
05/02/2007,0.98,,,
05/03/2007,0.18,,,
05/04/2007,0.00,,,
05/05/2007,0.00,,,
05/06/2007,0.00,,,
05/07/2007,0.00,,,
05/08/2007,0.00,,,
05/09/2007,0.00,,,
05/10/2007,0.00,,,
05/11/2007,0.00,,,
05/12/2007,0.00,,,
05/13/2007,0.00,,,
05/14/2007,0.00,,,
05/15/2007,0.00,,,
05/16/2007,0.00,,,
05/17/2007,0.00,,,
05/18/2007,0.00,,,
05/19/2007,0.09,,,
05/20/2007,0.43,,,
05/21/2007,0.00,,,
05/22/2007,0.07,,,
05/23/2007,0.00,,,
05/24/2007,0.00,,,
05/25/2007,0.00,,,
05/26/2007,0.00,,,
05/27/2007,0.00,,,
05/28/2007,0.00,,,
05/29/2007,0.00,,,
05/30/2007,0.00,,,
05/31/2007,0.00,,,
06/01/2007,0.00,,,
06/02/2007,0.00,,,
06/03/2007,0.00,,,
06/04/2007,0.07,,,
06/05/2007,0.08,,,
06/06/2007,0.00,,,
06/07/2007,0.00,,,
06/08/2007,0.00,,,
06/09/2007,0.23,,,
06/10/2007,0.08,,,
06/11/2007,0.03,,,
06/12/2007,0.00,,,
06/13/2007,0.01,,,
06/14/2007,0.00,,,
06/15/2007,0.02,,,
06/16/2007,0.04,,,
06/17/2007,0.00,,,
06/18/2007,0.00,,,
06/19/2007,0.00,,,
06/20/2007,0.00,,,
06/21/2007,0.00,,,
06/22/2007,0.02,,,
06/23/2007,0.00,,,
06/24/2007,0.45,,,
06/25/2007,0.00,,,
06/26/2007,0.00,,,
06/27/2007,0.00,,,
06/28/2007,0.32,,,
06/29/2007,0.45,,,
06/30/2007,0.00,,,
07/01/2007,0.00,,,
07/02/2007,0.00,,,
07/03/2007,0.00,,,
07/04/2007,0.00,,,
07/05/2007,0.00,,,
07/06/2007,0.00,,,
07/07/2007,0.00,,,
07/08/2007,0.00,,,
07/09/2007,0.00,,,
07/10/2007,0.00,,,
07/11/2007,0.00,,,
07/12/2007,0.00,,,
07/13/2007,0.01,,,
07/14/2007,0.00,,,
07/15/2007,0.00,,,
07/16/2007,0.00,,,
